id,join_key,value,category
2633,C,556,cat2
2634,A,390,cat1
2635,C,462,cat1
2636,A,421,cat1
2637,A,205,cat1
2638,B,855,cat2
2639,A,144,cat2
2640,A,597,cat2
2641,A,88,cat2
2642,B,295,cat1
2643,A,359,cat2
2644,A,170,cat3
2645,A,441,cat3
2646,A,276,cat2
2647,B,879,cat2
2648,A,435,cat1
2649,A,41,cat3
2650,A,451,cat3
2651,A,669,cat2
2652,A,196,cat3
2653,A,842,cat2
2654,B,101,cat2
2655,A,588,cat2
2656,A,44,cat1
2657,A,482,cat2
2658,A,160,cat2
2659,C,580,cat1
2660,A,396,cat2
2661,B,496,cat1
2662,A,933,cat3
2663,B,248,cat3
2664,A,60,cat1
2665,A,732,cat1
2666,A,38,cat3
2667,A,116,cat3
2668,D,951,cat2
2669,A,377,cat1
2670,B,835,cat1
2671,A,678,cat2
2672,C,827,cat2
2673,A,170,cat3
2674,A,406,cat1
2675,A,895,cat1
2676,A,96,cat1
2677,F,63,cat3
2678,B,991,cat2
2679,A,499,cat3
2680,A,564,cat1
2681,B,953,cat3
2682,A,599,cat3
2683,A,633,cat2
2684,A,231,cat2
2685,A,848,cat2
2686,A,396,cat3
2687,F,64,cat2
2688,A,726,cat1
2689,A,586,cat2
2690,C,980,cat3
2691,A,86,cat3
2692,A,380,cat1
2693,A,19,cat1
2694,A,857,cat3
2695,B,434,cat1
2696,B,522,cat3
2697,A,783,cat3
2698,A,67,cat1
2699,B,480,cat2
2700,B,798,cat3
2701,B,649,cat3
2702,A,187,cat3
2703,A,414,cat1
2704,A,208,cat2
2705,G,809,cat1
2706,A,354,cat1
2707,A,773,cat3
2708,A,903,cat3
2709,A,238,cat2
2710,D,399,cat2
2711,C,90,cat3
2712,A,679,cat1
2713,A,37,cat1
2714,A,869,cat2
2715,C,222,cat1
2716,A,390,cat2
2717,A,785,cat2
2718,B,246,cat1
2719,A,759,cat2
2720,B,548,cat3
2721,A,793,cat2
2722,B,664,cat3
2723,A,106,cat3
2724,B,369,cat3
2725,A,753,cat2
2726,B,353,cat2
2727,A,288,cat3
2728,A,221,cat3
2729,A,93,cat3
2730,A,975,cat1
2731,A,372,cat3
2732,E,537,cat1
2733,A,879,cat2
2734,B,909,cat3
2735,A,820,cat1
2736,A,861,cat1
2737,B,219,cat2
2738,A,704,cat2
2739,A,748,cat2
2740,G,78,cat1
2741,A,238,cat1
2742,B,653,cat3
2743,B,926,cat2
2744,B,718,cat1
2745,A,186,cat1
2746,C,554,cat1
2747,C,285,cat1
2748,B,649,cat2
2749,D,366,cat1
2750,B,582,cat3
2751,A,832,cat1
2752,A,698,cat3
2753,B,276,cat1
2754,A,914,cat3
2755,H,915,cat1
2756,A,357,cat3
2757,E,231,cat1
2758,A,4,cat2
2759,F,745,cat3
2760,A,599,cat2
2761,A,103,cat1
2762,A,973,cat1
2763,C,430,cat2
2764,A,901,cat1
2765,A,332,cat2
2766,A,407,cat3
2767,F,610,cat3
2768,A,824,cat3
2769,A,644,cat2
2770,A,381,cat1
2771,B,680,cat1
2772,A,594,cat3
2773,B,215,cat3
2774,C,356,cat2
2775,A,758,cat2
2776,A,945,cat1
2777,A,95,cat2
2778,B,291,cat2
2779,B,906,cat1
2780,C,52,cat1
2781,A,657,cat1
2782,B,357,cat3
2783,B,626,cat1
2784,A,116,cat2
2785,B,134,cat2
2786,A,746,cat2
2787,A,180,cat2
2788,A,270,cat3
2789,A,989,cat3
2790,B,981,cat3
2791,C,765,cat2
2792,A,511,cat1
2793,B,990,cat3
2794,B,552,cat3
2795,A,182,cat2
2796,A,396,cat1
2797,A,637,cat2
2798,A,577,cat3
2799,H,297,cat1
2800,C,620,cat3
2801,C,771,cat1
2802,A,446,cat3
2803,B,53,cat3
2804,A,499,cat2
2805,A,873,cat2
2806,A,975,cat1
2807,H,965,cat2
2808,A,276,cat1
2809,A,474,cat1
2810,B,27,cat2
2811,A,521,cat1
2812,A,61,cat2
2813,A,476,cat1
2814,A,363,cat1
2815,B,161,cat1
2816,A,400,cat1
2817,D,498,cat1
2818,A,770,cat2
2819,B,26,cat3
2820,A,726,cat3
2821,C,244,cat2
2822,G,962,cat2
2823,B,263,cat1
2824,F,417,cat1
2825,A,720,cat2
2826,G,684,cat2
2827,A,124,cat1
2828,A,534,cat1
2829,D,829,cat3
2830,D,461,cat1
2831,A,158,cat3
2832,A,694,cat2
2833,B,465,cat3
2834,A,426,cat2
2835,B,545,cat2
2836,B,703,cat3
2837,A,982,cat3
2838,A,442,cat1
2839,A,440,cat2
2840,F,370,cat3
2841,A,461,cat2
2842,A,556,cat3
2843,A,615,cat1
2844,A,970,cat3
2845,A,785,cat2
2846,A,439,cat3
2847,B,664,cat1
2848,C,754,cat1
2849,A,867,cat3
2850,A,682,cat2
2851,C,386,cat2
2852,A,94,cat3
2853,A,954,cat2
2854,E,829,cat2
2855,A,563,cat3
2856,C,614,cat3
2857,A,524,cat1
2858,A,473,cat3
2859,B,459,cat1
2860,A,422,cat2
2861,A,811,cat1
2862,B,237,cat1
2863,A,943,cat1
2864,A,293,cat2
2865,F,17,cat1
2866,A,99,cat1
2867,A,261,cat1
2868,G,796,cat2
2869,B,425,cat2
2870,A,34,cat3
2871,A,956,cat1
2872,B,360,cat3
2873,A,980,cat3
2874,C,63,cat1
2875,B,169,cat2
2876,A,137,cat2
2877,C,15,cat2
2878,A,66,cat2
2879,A,207,cat2
2880,A,399,cat2
2881,A,532,cat1
2882,C,914,cat2
2883,A,377,cat2
2884,B,156,cat1
2885,C,991,cat3
2886,A,291,cat1
2887,A,113,cat1
2888,A,964,cat2
2889,A,17,cat2
2890,A,819,cat1
2891,B,561,cat1
2892,A,643,cat2
2893,A,609,cat1
2894,A,638,cat2
2895,A,794,cat1
2896,B,3,cat3
2897,B,531,cat3
2898,B,296,cat3
2899,B,219,cat1
2900,B,952,cat2
2901,A,296,cat2
2902,A,484,cat3
2903,A,219,cat1
2904,A,874,cat2
2905,B,320,cat3
2906,C,684,cat3
2907,A,297,cat3
2908,A,925,cat3
2909,A,171,cat1
2910,A,521,cat3
2911,A,54,cat1
2912,A,265,cat1
2913,B,813,cat2
2914,E,923,cat1
2915,A,111,cat1
2916,A,204,cat3
2917,A,657,cat3
2918,B,713,cat3
2919,C,126,cat3
2920,C,931,cat1
2921,B,179,cat1
2922,A,199,cat2
2923,A,771,cat1
2924,C,310,cat3
2925,A,525,cat1
2926,A,939,cat3
2927,A,972,cat3
2928,A,637,cat2
2929,A,135,cat1
2930,A,120,cat2
2931,A,5,cat3
2932,A,403,cat1
2933,C,296,cat2
2934,A,394,cat3
2935,A,326,cat2
2936,B,56,cat1
2937,A,544,cat2
2938,D,814,cat3
2939,A,187,cat1
2940,A,386,cat2
2941,B,524,cat3
2942,A,709,cat1
2943,E,471,cat2
2944,A,129,cat1
2945,B,96,cat2
2946,A,302,cat1
2947,B,844,cat3
2948,A,42,cat1
2949,B,182,cat1
2950,A,7,cat3
2951,C,154,cat1
2952,B,177,cat3
2953,A,137,cat1
2954,B,856,cat1
2955,A,966,cat3
2956,E,8,cat3
2957,A,112,cat2
2958,A,733,cat2
2959,A,138,cat3
2960,B,891,cat2
2961,H,731,cat3
2962,B,547,cat1
2963,A,871,cat3
2964,B,906,cat2
2965,A,467,cat1
2966,A,87,cat2
2967,A,260,cat2
2968,B,119,cat3
2969,A,655,cat2
2970,A,452,cat1
2971,A,408,cat1
2972,A,417,cat1
2973,A,449,cat3
2974,C,807,cat3
2975,A,122,cat3
2976,C,901,cat2
2977,B,399,cat3
2978,B,563,cat2
2979,C,78,cat3
2980,A,451,cat2
2981,B,536,cat2
2982,A,382,cat1
2983,A,635,cat1
2984,B,259,cat3
2985,C,249,cat1
2986,C,618,cat1
2987,A,707,cat2
2988,A,89,cat3
2989,G,783,cat1
2990,G,527,cat3
2991,A,977,cat1
2992,C,7,cat2
2993,H,950,cat3
2994,B,410,cat3
2995,A,988,cat2
2996,D,522,cat3
2997,A,764,cat2
2998,B,519,cat1
2999,A,188,cat2
3000,B,138,cat1
3001,C,237,cat3
3002,A,49,cat2
3003,F,485,cat1
3004,B,861,cat2
3005,A,781,cat2
3006,A,456,cat1
3007,A,918,cat1
3008,A,573,cat2
3009,C,977,cat3
3010,A,764,cat1
3011,A,75,cat3
3012,A,338,cat2
3013,B,443,cat2
3014,A,595,cat2
3015,B,861,cat3
3016,A,452,cat3
3017,A,944,cat1
3018,A,925,cat1
3019,H,158,cat3
3020,B,211,cat2
3021,A,335,cat1
3022,A,825,cat3
3023,A,638,cat2
3024,A,674,cat1
3025,A,146,cat3
3026,A,716,cat3
3027,A,536,cat3
3028,B,337,cat3
3029,A,307,cat1
3030,B,719,cat2
3031,A,916,cat1
3032,A,346,cat3
3033,A,630,cat3
3034,A,229,cat1
3035,E,426,cat1
3036,A,779,cat1
3037,E,935,cat1
3038,A,798,cat3
3039,A,552,cat2
3040,A,907,cat1
3041,F,806,cat3
3042,A,367,cat1
3043,A,239,cat1
3044,A,591,cat3
3045,A,606,cat1
3046,A,591,cat3
3047,A,939,cat2
3048,B,255,cat2
3049,B,444,cat1
3050,A,224,cat1
3051,A,910,cat3
3052,C,777,cat2
3053,A,144,cat2
3054,A,367,cat3
3055,A,163,cat1
3056,A,785,cat1
3057,B,248,cat3
3058,A,251,cat3
3059,A,478,cat3
3060,A,825,cat2
3061,A,175,cat2
3062,B,272,cat1
3063,A,243,cat1
3064,A,793,cat1
3065,A,395,cat2
3066,C,70,cat2
3067,C,298,cat2
3068,B,78,cat3
3069,B,294,cat2
3070,B,419,cat2
3071,B,857,cat3
3072,A,159,cat3
3073,A,93,cat1
3074,E,332,cat1
3075,A,784,cat3
3076,A,196,cat3
3077,A,981,cat1
3078,A,109,cat2
3079,C,422,cat2
3080,B,932,cat2
3081,A,441,cat1
3082,A,95,cat1
3083,A,378,cat1
3084,A,749,cat1
3085,A,716,cat3
3086,A,13,cat2
3087,B,673,cat3
3088,A,139,cat2
3089,B,807,cat2
3090,C,598,cat2
3091,A,802,cat2
3092,B,732,cat1
3093,A,961,cat1
3094,B,832,cat3
3095,A,937,cat2
3096,A,362,cat2
3097,A,746,cat3
3098,E,13,cat2
3099,B,956,cat3
3100,G,475,cat3
3101,C,594,cat1
3102,H,930,cat2
3103,F,221,cat2
3104,D,59,cat1
3105,A,261,cat1
3106,B,385,cat1
3107,A,682,cat1
3108,A,47,cat2
3109,A,15,cat1
3110,C,172,cat3
3111,A,740,cat2
3112,A,172,cat2
3113,A,247,cat2
3114,H,107,cat1
3115,B,682,cat1
3116,A,141,cat3
3117,A,429,cat2
3118,A,170,cat1
3119,B,164,cat2
3120,A,835,cat1
3121,A,296,cat3
3122,C,913,cat1
3123,A,451,cat1
3124,A,664,cat3
3125,H,215,cat1
3126,H,533,cat3
3127,E,256,cat3
3128,A,34,cat2
3129,C,836,cat3
3130,B,448,cat3
3131,A,191,cat2
3132,H,848,cat2
3133,A,732,cat3
3134,B,380,cat3
3135,B,455,cat2
3136,A,620,cat2
3137,A,213,cat1
3138,A,529,cat2
3139,A,281,cat3
3140,A,158,cat1
3141,A,179,cat2
3142,A,220,cat1
3143,B,682,cat2
3144,A,956,cat3
3145,C,989,cat3
3146,A,189,cat1
3147,H,231,cat1
3148,B,783,cat1
3149,H,191,cat3
3150,C,401,cat2
3151,B,692,cat3
3152,B,548,cat2
3153,A,764,cat2
3154,D,548,cat2
3155,A,445,cat1
3156,E,13,cat2
3157,A,670,cat3
3158,C,641,cat3
3159,C,767,cat3
3160,A,138,cat1
3161,H,664,cat1
3162,B,575,cat3
3163,C,920,cat2
3164,A,851,cat2
3165,A,576,cat3
3166,A,820,cat3
3167,A,578,cat1
3168,A,857,cat2
3169,C,740,cat2
3170,A,842,cat1
3171,A,96,cat2
3172,A,290,cat1
3173,A,691,cat3
3174,C,623,cat1
3175,A,134,cat3
3176,C,317,cat3
3177,A,507,cat1
3178,A,333,cat2
3179,B,569,cat1
3180,A,697,cat3
3181,A,727,cat2
3182,A,372,cat2
3183,A,273,cat2
3184,B,517,cat1
3185,G,649,cat1
3186,A,634,cat1
3187,A,222,cat3
3188,A,402,cat2
3189,A,824,cat3
3190,C,281,cat2
3191,A,241,cat1
3192,A,635,cat2
3193,C,416,cat1
3194,B,877,cat2
3195,B,296,cat2
3196,A,214,cat2
3197,A,223,cat1
3198,C,572,cat1
3199,H,132,cat3
3200,A,969,cat3
3201,B,602,cat2
3202,A,63,cat2
3203,B,400,cat1
3204,A,940,cat3
3205,A,180,cat2
3206,A,4,cat1
3207,G,25,cat2
3208,B,523,cat1
3209,A,167,cat3
3210,A,300,cat3
3211,A,112,cat1
3212,B,152,cat2
3213,G,260,cat2
3214,A,420,cat1
3215,A,163,cat2
3216,C,479,cat3
3217,A,849,cat2
3218,A,999,cat1
3219,A,407,cat3
3220,A,745,cat2
3221,A,821,cat2
3222,G,175,cat1
3223,G,909,cat2
3224,B,446,cat1
3225,A,798,cat2
3226,A,306,cat1
3227,A,375,cat3
3228,H,970,cat2
3229,A,537,cat3
3230,B,41,cat1
3231,A,999,cat3
3232,A,844,cat2
3233,H,199,cat1
3234,B,388,cat2
3235,A,185,cat1
3236,A,441,cat2
3237,A,140,cat1
3238,A,720,cat3
3239,A,976,cat2
3240,H,69,cat3
3241,C,490,cat2
3242,B,303,cat2
3243,A,784,cat3
3244,B,7,cat2
3245,B,115,cat3
3246,B,664,cat1
3247,B,499,cat3
3248,A,349,cat1
3249,A,875,cat2
3250,A,318,cat3
3251,C,912,cat2
3252,D,473,cat1
3253,A,748,cat3
3254,C,421,cat1
3255,A,382,cat3
3256,A,148,cat1
3257,A,13,cat2
3258,A,834,cat1
3259,A,678,cat3
3260,A,462,cat3
3261,A,617,cat2
3262,B,268,cat1
3263,B,439,cat3
3264,G,363,cat2
3265,A,318,cat1
3266,B,475,cat2
3267,B,550,cat2
3268,A,963,cat2
3269,C,730,cat2
3270,A,179,cat2
3271,A,323,cat3
3272,B,336,cat1
3273,A,724,cat3
3274,B,601,cat3
3275,B,724,cat1
3276,A,950,cat2
3277,A,610,cat2
3278,A,782,cat2
3279,A,144,cat1
3280,G,459,cat3
3281,A,86,cat1
3282,D,47,cat3
3283,A,176,cat3
3284,F,664,cat1
3285,A,87,cat3
3286,A,793,cat2
3287,A,551,cat1
3288,C,107,cat3
3289,A,89,cat2
3290,A,876,cat3
3291,B,21,cat3
3292,A,233,cat2
3293,A,929,cat3
3294,A,942,cat2
3295,B,903,cat1
3296,H,836,cat1
3297,C,795,cat3
3298,B,668,cat2
3299,A,445,cat3
3300,A,651,cat2
3301,A,727,cat2
3302,E,56,cat1
3303,A,202,cat3
3304,A,519,cat2
3305,A,548,cat3
3306,H,684,cat3
3307,B,867,cat2
3308,B,136,cat3
3309,A,435,cat1
3310,C,827,cat2
3311,A,599,cat2
3312,A,163,cat3
3313,A,53,cat1
3314,A,875,cat2
3315,A,752,cat1
3316,A,242,cat3
3317,A,188,cat3
3318,A,852,cat1
3319,A,279,cat1
3320,A,96,cat1
3321,A,814,cat1
3322,B,347,cat2
3323,A,242,cat1
3324,A,671,cat2
3325,A,358,cat2
3326,A,113,cat2
3327,A,61,cat1
3328,A,545,cat2
3329,C,237,cat1
3330,A,723,cat2
3331,A,593,cat3
3332,A,982,cat1
3333,A,2,cat3
3334,B,831,cat2
3335,D,543,cat2
3336,C,890,cat3
3337,B,960,cat3
3338,B,165,cat1
3339,A,954,cat3
3340,A,341,cat2
3341,A,109,cat2
3342,A,994,cat1
3343,A,690,cat2
3344,B,706,cat3
3345,A,478,cat1
3346,B,27,cat2
3347,A,986,cat1
3348,A,930,cat1
3349,G,69,cat2
3350,H,662,cat2
3351,A,678,cat3
3352,A,12,cat3
3353,A,807,cat2
3354,A,528,cat3
3355,C,869,cat1
3356,A,433,cat2
3357,A,292,cat3
3358,B,380,cat1
3359,A,639,cat3
3360,A,242,cat2
3361,E,844,cat2
3362,A,88,cat1
3363,A,88,cat3
3364,B,657,cat2
3365,C,998,cat2
3366,B,316,cat3
3367,A,475,cat1
3368,B,842,cat3
3369,B,954,cat1
3370,B,202,cat3
3371,D,456,cat3
3372,B,931,cat3
3373,A,234,cat1
3374,A,328,cat2
3375,A,266,cat2
3376,A,976,cat3
3377,A,237,cat3
3378,A,429,cat2
3379,A,549,cat3
3380,A,513,cat2
3381,A,285,cat1
3382,A,453,cat3
3383,A,50,cat1
3384,A,293,cat1
3385,A,332,cat3
3386,A,395,cat3
3387,A,183,cat1
3388,A,689,cat3
3389,C,716,cat1
3390,A,243,cat3
3391,A,605,cat3
3392,A,392,cat1
3393,A,150,cat2
3394,A,75,cat3
3395,B,652,cat3
3396,A,328,cat3
3397,A,231,cat3
3398,C,603,cat1
3399,A,543,cat3
3400,A,642,cat1
3401,E,306,cat3
3402,B,145,cat1
3403,A,736,cat2
3404,A,628,cat2
3405,D,676,cat2
3406,D,351,cat3
3407,A,769,cat3
3408,B,523,cat1
3409,A,541,cat3
3410,B,254,cat2
3411,A,719,cat2
3412,A,853,cat1
3413,A,716,cat2
3414,A,532,cat2
3415,B,864,cat1
3416,A,329,cat2
3417,A,424,cat1
3418,B,16,cat2
3419,A,426,cat3
3420,A,263,cat2
3421,B,66,cat2
3422,B,86,cat3
3423,B,682,cat3
3424,A,36,cat1
3425,A,257,cat1
3426,A,900,cat3
3427,A,205,cat1
3428,A,270,cat1
3429,A,839,cat2
3430,A,845,cat3
3431,A,728,cat2
3432,B,344,cat1
3433,A,813,cat1
3434,A,926,cat2
3435,A,264,cat1
3436,B,828,cat3
3437,B,680,cat3
3438,B,216,cat3
3439,B,703,cat2
3440,A,497,cat3
3441,C,244,cat3
3442,A,350,cat3
3443,B,761,cat1
3444,B,968,cat2
3445,A,241,cat1
3446,H,577,cat1
3447,A,641,cat3
3448,B,110,cat2
3449,A,269,cat1
3450,A,584,cat2
3451,A,715,cat1
3452,A,293,cat2
3453,A,700,cat2
3454,B,326,cat2
3455,A,495,cat3
3456,B,679,cat1
3457,A,428,cat3
3458,A,640,cat3
3459,G,796,cat1
3460,H,609,cat1
3461,A,544,cat3
3462,A,881,cat3
3463,E,650,cat1
3464,A,316,cat2
3465,B,298,cat2
3466,A,726,cat2
3467,A,952,cat2
3468,E,532,cat1
3469,A,606,cat2
3470,B,587,cat2
3471,A,585,cat3
3472,F,764,cat3
3473,C,113,cat2
3474,B,664,cat3
3475,C,579,cat1
3476,A,944,cat3
3477,A,851,cat3
3478,C,312,cat3
3479,B,452,cat1
3480,E,108,cat3
3481,A,884,cat1
3482,A,748,cat1
3483,D,895,cat1
3484,C,36,cat3
3485,A,424,cat1
3486,A,917,cat1
3487,A,350,cat1
3488,A,115,cat1
3489,B,812,cat1
3490,B,118,cat2
3491,F,425,cat2
3492,G,48,cat3
3493,A,784,cat1
3494,C,836,cat2
3495,C,788,cat2
3496,B,533,cat3
3497,B,27,cat1
3498,G,324,cat2
3499,A,714,cat3
3500,A,521,cat2
3501,B,718,cat1
3502,C,911,cat2
3503,A,964,cat1
3504,A,69,cat2
3505,A,924,cat3
3506,A,807,cat1
3507,A,611,cat2
3508,A,151,cat2
3509,B,704,cat1
3510,B,376,cat3
3511,A,682,cat2
3512,B,964,cat3
3513,A,41,cat2
3514,A,140,cat3
3515,A,953,cat3
3516,A,197,cat2
3517,A,855,cat3
3518,B,414,cat2
3519,A,113,cat3
3520,A,922,cat2
3521,A,492,cat1
3522,A,489,cat2
3523,A,779,cat3
3524,A,696,cat3
3525,A,369,cat2
3526,B,471,cat1
3527,A,695,cat2
3528,A,71,cat1
3529,A,686,cat3
3530,A,346,cat1
3531,A,846,cat2
3532,B,951,cat1
3533,E,249,cat3
3534,B,492,cat1
3535,A,271,cat3
3536,B,30,cat2
3537,F,232,cat3
3538,B,671,cat1
3539,A,828,cat3
3540,C,376,cat1
3541,A,863,cat2
3542,C,198,cat1
3543,C,941,cat2
3544,B,536,cat2
3545,H,260,cat3
3546,A,709,cat3
3547,E,743,cat1
3548,A,65,cat2
3549,B,154,cat3
3550,A,246,cat3
3551,A,161,cat2
3552,A,887,cat3
3553,A,616,cat1
3554,B,750,cat1
3555,A,74,cat2
3556,C,155,cat2
3557,B,354,cat2
3558,A,271,cat3
3559,A,853,cat3
3560,A,554,cat1
3561,A,930,cat3
3562,A,350,cat2
3563,A,49,cat3
3564,A,895,cat1
3565,A,423,cat3
3566,C,508,cat2
3567,A,761,cat2
3568,H,307,cat1
3569,A,204,cat1
3570,A,471,cat1
3571,A,704,cat1
3572,A,666,cat1
3573,A,941,cat3
3574,A,720,cat1
3575,A,62,cat1
3576,A,5,cat1
3577,A,753,cat1
3578,A,442,cat2
3579,F,204,cat3
3580,B,963,cat1
3581,D,665,cat3
3582,B,155,cat1
3583,A,40,cat2
3584,E,507,cat2
3585,A,242,cat3
3586,A,932,cat2
3587,C,107,cat2
3588,A,236,cat3
3589,G,306,cat1
3590,A,66,cat1
3591,B,627,cat1
3592,A,355,cat2
3593,A,643,cat1
3594,A,474,cat2
3595,A,799,cat2
3596,H,578,cat1
3597,B,987,cat2
3598,F,843,cat1
3599,A,545,cat1
3600,C,488,cat3
3601,G,834,cat3
3602,B,277,cat3
3603,D,572,cat2
3604,A,616,cat3
3605,A,676,cat3
3606,A,136,cat2
3607,A,821,cat3
3608,B,931,cat1
3609,A,149,cat1
3610,B,167,cat1
3611,A,897,cat2
3612,A,515,cat3
3613,B,7,cat1
3614,A,490,cat1
3615,A,631,cat2
3616,E,783,cat3
3617,A,269,cat2
3618,A,737,cat2
3619,B,654,cat1
3620,A,965,cat2
3621,B,699,cat1
3622,A,155,cat3
3623,D,797,cat3
3624,A,935,cat3
3625,A,227,cat3
3626,A,635,cat3
3627,A,929,cat3
3628,B,713,cat1
3629,E,244,cat1
3630,G,631,cat1
3631,A,827,cat2
3632,B,630,cat1
3633,D,261,cat1
3634,A,384,cat2
3635,C,644,cat2
3636,B,552,cat3
3637,A,384,cat3
3638,C,584,cat2
3639,A,9,cat3
3640,A,956,cat2
3641,A,636,cat1
3642,C,324,cat3
3643,H,909,cat1
3644,B,750,cat1
3645,A,153,cat3
3646,H,330,cat2
3647,A,165,cat1
3648,A,811,cat3
3649,B,825,cat1
3650,A,625,cat1
3651,B,326,cat2
3652,B,829,cat3
3653,C,61,cat2
3654,A,778,cat2
3655,A,685,cat1
3656,A,833,cat2
3657,B,616,cat2
3658,A,574,cat3
3659,C,675,cat3
3660,A,508,cat1
3661,A,289,cat3
3662,C,811,cat2
3663,B,210,cat1
3664,B,251,cat2
3665,A,90,cat3
3666,B,44,cat3
3667,A,84,cat2
3668,A,352,cat1
3669,A,847,cat1
3670,H,802,cat3
3671,F,649,cat1
3672,B,954,cat1
3673,C,575,cat3
3674,A,227,cat2
3675,A,203,cat3
3676,C,772,cat3
3677,A,650,cat3
3678,B,896,cat1
3679,A,337,cat3
3680,D,339,cat3
3681,A,100,cat1
3682,A,937,cat1
3683,A,614,cat1
3684,B,595,cat3
3685,A,131,cat2
3686,A,555,cat1
3687,B,143,cat3
3688,A,49,cat2
3689,A,932,cat1
3690,A,308,cat3
3691,A,201,cat2
3692,A,199,cat2
3693,A,176,cat2
3694,A,803,cat2
3695,A,521,cat2
3696,A,852,cat2
3697,B,918,cat1
3698,A,926,cat3
3699,A,838,cat2
3700,A,802,cat1
3701,C,898,cat2
3702,B,667,cat3
3703,B,896,cat2
3704,A,306,cat1
3705,A,913,cat2
3706,E,676,cat3
3707,A,499,cat1
3708,B,407,cat2
3709,C,473,cat1
3710,A,594,cat2
3711,A,128,cat2
3712,A,784,cat3
3713,A,299,cat1
3714,D,791,cat1
3715,D,280,cat3
3716,A,554,cat2
3717,C,787,cat3
3718,A,966,cat2
3719,A,462,cat1
3720,A,894,cat1
3721,A,340,cat1
3722,B,215,cat2
3723,F,341,cat2
3724,A,165,cat3
3725,A,817,cat1
3726,A,106,cat2
3727,A,667,cat3
3728,A,299,cat2
3729,C,262,cat2
3730,A,308,cat2
3731,A,177,cat1
3732,B,432,cat1
3733,C,491,cat2
3734,B,593,cat1
3735,B,598,cat2
3736,A,916,cat2
3737,A,771,cat1
3738,H,30,cat3
3739,A,551,cat2
3740,C,780,cat2
3741,A,78,cat3
3742,A,324,cat1
3743,A,771,cat3
3744,A,663,cat1
3745,A,573,cat3
3746,A,715,cat3
3747,B,318,cat1
3748,A,528,cat3
3749,B,699,cat2
3750,A,68,cat2
3751,A,116,cat2
3752,B,628,cat3
3753,A,903,cat3
3754,B,39,cat2
3755,A,64,cat3
3756,A,486,cat3
3757,A,519,cat1
3758,A,1,cat2
3759,A,576,cat1
3760,A,88,cat3
3761,A,593,cat2
3762,F,78,cat2
3763,A,592,cat1
3764,A,622,cat3
3765,B,532,cat1
3766,C,391,cat1
3767,B,501,cat3
3768,A,243,cat3
3769,C,995,cat2
3770,B,207,cat3
3771,A,850,cat1
3772,B,917,cat1
3773,A,500,cat2
3774,A,916,cat1
3775,A,918,cat1
3776,A,378,cat3
3777,A,64,cat2
3778,A,852,cat2
3779,A,514,cat1
3780,G,450,cat3
3781,C,189,cat1
3782,G,807,cat3
3783,A,478,cat1
3784,A,114,cat1
3785,B,312,cat1
3786,C,554,cat3
3787,A,314,cat3
3788,G,802,cat3
3789,B,300,cat1
3790,B,242,cat3
3791,A,663,cat1
3792,A,757,cat3
3793,A,343,cat1
3794,A,69,cat2
3795,A,762,cat1
3796,A,638,cat3
3797,A,277,cat2
3798,H,964,cat2
3799,A,896,cat3
3800,A,885,cat2
3801,C,412,cat1
3802,A,418,cat1
3803,A,970,cat1
3804,A,746,cat3
3805,C,779,cat3
3806,A,480,cat2
3807,B,683,cat1
3808,A,645,cat3
3809,C,711,cat2
3810,B,784,cat1
3811,B,822,cat1
3812,A,745,cat2
3813,C,179,cat1
3814,A,863,cat3
3815,A,13,cat3
3816,D,478,cat1
3817,A,40,cat2
3818,C,852,cat2
3819,A,274,cat3
3820,A,814,cat2
3821,B,305,cat3
3822,H,332,cat2
3823,A,473,cat1
3824,A,371,cat1
3825,A,948,cat3
3826,A,642,cat3
3827,B,347,cat1
3828,A,725,cat2
3829,B,106,cat2
3830,A,686,cat2
3831,G,72,cat1
3832,B,547,cat2
3833,A,150,cat3
3834,B,375,cat2
3835,B,279,cat2
3836,A,412,cat1
3837,A,687,cat3
3838,A,677,cat2
3839,C,980,cat1
3840,A,708,cat2
3841,A,843,cat3
3842,A,780,cat1
3843,A,88,cat1
3844,E,451,cat3
3845,D,499,cat3
3846,A,467,cat3
3847,A,385,cat1
3848,A,950,cat1
3849,A,303,cat2
3850,A,1,cat2
3851,A,841,cat3
3852,A,792,cat1
3853,A,808,cat3
3854,B,973,cat1
3855,G,838,cat1
3856,A,72,cat2
3857,A,25,cat1
3858,A,272,cat2
3859,A,408,cat2
3860,B,185,cat3
3861,A,77,cat2
3862,A,831,cat2
3863,A,280,cat2
3864,B,377,cat2
3865,A,72,cat3
3866,B,443,cat3
3867,B,983,cat2
3868,C,450,cat2
3869,A,840,cat2
3870,A,224,cat1
3871,A,286,cat2
3872,A,786,cat2
3873,A,985,cat3
3874,B,470,cat2
3875,C,276,cat3
3876,B,432,cat3
3877,G,341,cat1
3878,A,177,cat2
3879,A,271,cat1
3880,A,162,cat3
3881,B,676,cat1
3882,A,404,cat1
3883,A,139,cat2
3884,A,514,cat3
3885,G,981,cat2
3886,A,857,cat3
3887,A,826,cat3
3888,A,891,cat1
3889,A,330,cat3
3890,C,754,cat1
3891,A,803,cat2
3892,A,289,cat2
3893,A,394,cat1
3894,A,561,cat3
3895,A,315,cat2
3896,A,561,cat1
3897,D,913,cat1
3898,A,666,cat2
3899,A,291,cat1
3900,B,549,cat2
3901,A,401,cat3
3902,A,789,cat1
3903,C,656,cat3
